ensembl_gene_id	chromosome_name	start_position	end_position	percentage_gene_gc_content	description
ENSG00000183773	22	20965108	20981360	59.24	apoptosis inducing factor, mitochondria associated 3 [Source:HGNC Symbol;Acc:HGNC:26398]
ENSG00000285314	22	20979462	20998121	58.4	novel transcript
ENSG00000272829	22	20981361	20981755	52.91	novel transcript
ENSG00000099949	22	20982013	20999038	58.39	leucine zipper like transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:6742]
ENSG00000184436	22	20999104	21002196	62.2	THAP domain containing 7 [Source:HGNC Symbol;Acc:HGNC:23190]
ENSG00000230513	22	21001886	21010342	50.16	THAP7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41013]
ENSG00000284060	22	21002895	21009453	48.1	pseudogene similar to part of tubulin, alpha 3c (TUBA3C)
ENSG00000161149	22	21008193	21014292	54.66	tubulin alpha 3f pseudogene [Source:HGNC Symbol;Acc:HGNC:24067]
ENSG00000099957	22	21009808	21028830	56.26	purinergic receptor P2X 6 [Source:HGNC Symbol;Acc:HGNC:8538]
ENSG00000284130	22	21011384	21014217	57.13	leucine rich repeat containing 74B (LRRC74B) pseudogene
ENSG00000099960	22	21028718	21032840	62.43	solute carrier family 7 member 4 [Source:HGNC Symbol;Acc:HGNC:11062]
ENSG00000226872	22	21031357	21043969	49.21	novel transcript
ENSG00000207575	22	21034176	21034272	36.08	microRNA 649 [Source:HGNC Symbol;Acc:HGNC:32905]
ENSG00000206145	22	21035243	21045017	48.06	purinergic receptor P2X 6 pseudogene [Source:HGNC Symbol;Acc:HGNC:34076]
ENSG00000187905	22	21045960	21064168	51.97	leucine rich repeat containing 74B [Source:HGNC Symbol;Acc:HGNC:34301]
ENSG00000249680	22	21065462	21070097	49.91	tubulin alpha 3g pseudogene [Source:HGNC Symbol;Acc:HGNC:44096]
ENSG00000284665	22	21071082	21081018	53.65	mitotic spindle organizing protein 2A (MZT2A) pseudogene
ENSG00000169668	22	21103016	21122285	45.94	breakpoint cluster region pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:1015]
ENSG00000197210	22	21114607	21124451	56.87	novel transcript
ENSG00000239511	22	21125660	21128063	60.65	POM121 transmembrane nucleoporin like 7 pseudogene [Source:HGNC Symbol;Acc:HGNC:35444]
ENSG00000224688	22	21141624	21142371	45.32	E2F transcription factor 6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:51450]
ENSG00000215498	22	21167758	21192156	43.37	family with sequence similarity 230 member B [Source:HGNC Symbol;Acc:HGNC:32943]
ENSG00000234503	22	21177892	21179875	39.77	novel transcript
ENSG00000283972	22	21193360	21203755	49.14	gamma-glutamyltransferase 5 (GGT5) pseudogene
ENSG00000133475	22	21207973	21227637	54.52	gamma-glutamyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4251]
ENSG00000283145	22	21228760	21229138	55.15	immunoglobulin superfamily member 3 (IGSF3) pseudogene
ENSG00000226885	22	21268161	21268903	45.22	E2F transcription factor 6 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:51451]
ENSG00000229266	22	21282881	21284161	60.81	POM121 transmembrane nucleoporin like 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:35446]
ENSG00000169662	22	21290760	21294586	59.13	breakpoint cluster region pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:39074]
ENSG00000206142	22	21300990	21325042	42.98	uncharacterized LOC100996335 [Source:NCBI gene;Acc:100996335]
ENSG00000237407	22	21312920	21314904	39.75	novel transcript
ENSG00000232771	22	21341595	21345258	61.49	protein phosphatase 1 regulatory subunit 26 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:42019]
ENSG00000279920	22	21354563	21355763	55.7	long intergenic non-protein coding RNA 1651 [Source:HGNC Symbol;Acc:HGNC:52439]
ENSG00000226534	22	21370064	21371945	63.28	pseudogene similar to part of sushi domain containing 2 (SUSD2)
ENSG00000273846	22	21379382	21379701	55	
ENSG00000274600	22	21383374	21389478	62.52	RIMS binding protein 3B [Source:HGNC Symbol;Acc:HGNC:33891]
ENSG00000200057	22	21389191	21389491	49.17	RNA, 7SK small nuclear pseudogene 63 [Source:HGNC Symbol;Acc:HGNC:45787]
ENSG00000252020	22	21389796	21389938	55.24	
ENSG00000275840	22	21396273	21396590	46.86	
ENSG00000169635	22	21417404	21451463	56.16	HIC ZBTB transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:18595]
ENSG00000276800	22	21463963	21464279	50.47	
ENSG00000206140	22	21466423	21471269	57.46	transmembrane protein 191C [Source:HGNC Symbol;Acc:HGNC:33601]
ENSG00000183506	22	21473000	21517533	55.77	phosphatidylinositol 4-kinase alpha pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33577]
ENSG00000252143	22	21544897	21545039	55.24	
ENSG00000222352	22	21545344	21545644	49.83	RNA, 7SK small nuclear pseudogene 221 [Source:HGNC Symbol;Acc:HGNC:45945]
ENSG00000183246	22	21545357	21551461	62.51	RIMS binding protein 3C [Source:HGNC Symbol;Acc:HGNC:33892]
ENSG00000185651	22	21549447	21624034	49.73	ubiquitin conjugating enzyme E2 L3 [Source:HGNC Symbol;Acc:HGNC:12488]
ENSG00000275293	22	21555138	21555457	55.31	
ENSG00000161179	22	21628089	21630064	67.56	YdjC chitooligosaccharide deacetylase homolog [Source:HGNC Symbol;Acc:HGNC:27158]
ENSG00000161180	22	21632716	21637327	59.69	coiled-coil domain containing 116 [Source:HGNC Symbol;Acc:HGNC:26688]
ENSG00000273342	22	21640844	21641284	42.18	novel transcript
ENSG00000128228	22	21642261	21644298	62.46	stromal cell derived factor 2 like 1 [Source:HGNC Symbol;Acc:HGNC:10676]
ENSG00000207751	22	21652270	21670237	53.58	novel transcript
ENSG00000212102	22	21652981	21653058	52.56	microRNA 301b [Source:HGNC Symbol;Acc:HGNC:33667]
ENSG00000283871	22	21653304	21653385	57.32	microRNA 130b [Source:HGNC Symbol;Acc:HGNC:31515]
ENSG00000284630	22	21657811	21661021	53.75	novel pseudogene
ENSG00000284651	22	21661242	21661295	57.41	novel pseudogene
ENSG00000284654	22	21661476	21661593	55.08	novel pseudogene
ENSG00000284621	22	21661859	21661929	40.85	novel pseudogene
ENSG00000272954	22	21661934	21662363	47.91	novel transcript, sense intronic to PPIL2
ENSG00000100023	22	21666009	21700015	54.06	peptidylprolyl isomerase like 2 [Source:HGNC Symbol;Acc:HGNC:9261]
ENSG00000100027	22	21697544	21735834	49.29	yippee like 1 [Source:HGNC Symbol;Acc:HGNC:12845]
ENSG00000244671	22	21722895	21723182	52.78	RNA, 7SL, cytoplasmic 280, pseudogene [Source:HGNC Symbol;Acc:HGNC:46296]
ENSG00000100030	22	21754500	21867680	43.8	mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:6871]
ENSG00000200985	22	21792434	21792524	56.04	RNA, 5S ribosomal pseudogene 493 [Source:HGNC Symbol;Acc:HGNC:43393]
ENSG00000225544	22	21885282	21885673	46.43	pseudogene similar to part of metallophosphoesterase 1 (MPPE1)
ENSG00000100034	22	21919420	21952837	55.32	protein phosphatase, Mg2+/Mn2+ dependent 1F [Source:HGNC Symbol;Acc:HGNC:19388]
ENSG00000224086	22	21938293	21977632	55.42	novel transcript, antisense to PPM1F and TOP3B
ENSG00000100038	22	21957025	21982816	54.98	DNA topoisomerase III beta [Source:HGNC Symbol;Acc:HGNC:11993]
ENSG00000197549	22	21991099	22043934	44.64	PRAME N-terminal-like, pseudogene [Source:HGNC Symbol;Acc:HGNC:34302]
ENSG00000253239	22	22026076	22026593	54.25	immunoglobulin lambda variable (I)-70 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5940]
ENSG00000211637	22	22030934	22031472	58.26	immunoglobulin lambda variable 4-69 [Source:HGNC Symbol;Acc:HGNC:5921]
ENSG00000254355	22	22032745	22033194	55.11	immunoglobulin lambda variable (I)-68 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5939]
ENSG00000278657	22	22036344	22040065	47.42	novel transcript
ENSG00000249333	22	22038643	22039126	52.48	Ig lambda chain V-I region pseudogene
ENSG00000211642	22	22038643	22215270	43.07	immunoglobulin lambda variable 10-54 [Source:HGNC Symbol;Acc:HGNC:5884]
ENSG00000253794	22	22043618	22043942	57.23	immunoglobulin lambda variable 10-67 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5885]
ENSG00000228161	22	22046430	22046591	54.94	Ig lambda chain V-VI region pseudogene
ENSG00000253874	22	22058433	22058892	49.78	immunoglobulin lambda variable (IV)-66-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15692]
ENSG00000254075	22	22061077	22061538	54.98	immunoglobulin lambda variable (V)-66 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5946]
ENSG00000254161	22	22070225	22070707	53.21	immunoglobulin lambda variable (IV)-65 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5944]
ENSG00000253242	22	22075366	22075666	54.15	immunoglobulin lambda variable (IV)-64 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5943]
ENSG00000253752	22	22079770	22080263	52.23	immunoglobulin lambda variable (I)-63 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5938]
ENSG00000253823	22	22086561	22087110	55.27	immunoglobulin lambda variable 1-62 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5883]
ENSG00000275361	22	22087924	22088085	50	Ig Lambda chain V-IV region pseudogene
ENSG00000211638	22	22098700	22099212	54	immunoglobulin lambda variable 8-61 [Source:HGNC Symbol;Acc:HGNC:5931]
ENSG00000225741	22	22103219	22104857	45.64	novel pseudogene
ENSG00000263366	22	22114844	22118005	67.65	abhydrolase domain containing 17A pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:34043]
ENSG00000236118	22	22155582	22155942	49.86	Ig lambda-1 chain V region pseudogene
ENSG00000233720	22	22157382	22157631	53.6	Ig lambda chain V region pseudogene
ENSG00000211639	22	22162199	22162681	55.28	immunoglobulin lambda variable 4-60 [Source:HGNC Symbol;Acc:HGNC:5920]
ENSG00000227710	22	22168289	22168634	50.87	Ig lambda chain V region pseudogene
ENSG00000224465	22	22170983	22171556	46.17	suppressor of cytokine signaling 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:19330]
ENSG00000254308	22	22179228	22179477	48.8	immunoglobulin lambda variable (IV)-59 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5942]
ENSG00000253637	22	22182582	22182885	50.66	immunoglobulin lambda variable (V)-58 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5945]
ENSG00000236323	22	22185941	22186619	46.24	bone morphogenetic protein 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19329]
ENSG00000211640	22	22195799	22196276	56.49	immunoglobulin lambda variable 6-57 [Source:HGNC Symbol;Acc:HGNC:5927]
ENSG00000253126	22	22198560	22199011	56.19	immunoglobulin lambda variable (I)-56 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5937]
ENSG00000211641	22	22201663	22202161	58.72	immunoglobulin lambda variable 11-55 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5886]
ENSG00000253935	22	22219647	22220133	52.57	immunoglobulin lambda variable (IV)-53 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5941]
ENSG00000228050	22	22223187	22224566	63.19	DNA topoisomerase III beta pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:11994]
ENSG00000234726	22	22228719	22230469	48.72	chromosome 19 open reading frame 2 (C19orf2) pseudogene
ENSG00000169575	22	22244675	22245515	59.81	V-set pre-B cell surrogate light chain 1 [Source:HGNC Symbol;Acc:HGNC:12709]
ENSG00000279278	22	22264601	22273020	45.94	novel transcript
ENSG00000274422	22	22283928	22287220	28.7	novel transcript
ENSG00000234630	22	22293733	22294794	64.97	novel transcript
ENSG00000272779	22	22303224	22310401	42.89	BMS1 homolog, ribosome assembly protein (yeast) (BSM1) pseudogene
ENSG00000211643	22	22318727	22319226	53	immunoglobulin lambda variable 5-52 [Source:HGNC Symbol;Acc:HGNC:5926]
ENSG00000211644	22	22322472	22322969	57.23	immunoglobulin lambda variable 1-51 [Source:HGNC Symbol;Acc:HGNC:5882]
ENSG00000211645	22	22327300	22327814	57.28	immunoglobulin lambda variable 1-50 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5881]
ENSG00000225724	22	22339573	22341214	43.18	ASH2L pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:53060]
ENSG00000223350	22	22343187	22343732	59.89	immunoglobulin lambda variable 9-49 [Source:HGNC Symbol;Acc:HGNC:5933]
ENSG00000232515	22	22347807	22348164	49.44	Ig lambda chain V-I region pseudogene
ENSG00000211647	22	22352940	22353433	51.01	immunoglobulin lambda variable 5-48 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5925]
ENSG00000211648	22	22357739	22358260	57.66	immunoglobulin lambda variable 1-47 [Source:HGNC Symbol;Acc:HGNC:5880]
ENSG00000237428	22	22366210	22367770	44.59	ASH2L pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:53059]
ENSG00000211649	22	22369614	22370087	53.38	immunoglobulin lambda variable 7-46 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:5930]
ENSG00000232603	22	22370829	22371120	53.08	Ig lambda chain V-11 pseudogene
ENSG00000211650	22	22375986	22376505	53.27	immunoglobulin lambda variable 5-45 [Source:HGNC Symbol;Acc:HGNC:5924]
ENSG00000211651	22	22380766	22381347	56.53	immunoglobulin lambda variable 1-44 [Source:HGNC Symbol;Acc:HGNC:5879]
ENSG00000211652	22	22395018	22395489	53.39	immunoglobulin lambda variable 7-43 [Source:HGNC Symbol;Acc:HGNC:5929]
ENSG00000254175	22	22397032	22397524	57	immunoglobulin lambda variable (I)-42 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5936]
ENSG00000254073	22	22398849	22398999	54.97	immunoglobulin lambda variable (VII)-41-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15691]
ENSG00000253818	22	22404207	22404721	57.09	immunoglobulin lambda variable 1-41 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5878]
ENSG00000211653	22	22409766	22410282	58.8	immunoglobulin lambda variable 1-40 [Source:HGNC Symbol;Acc:HGNC:5877]
ENSG00000224144	22	22420326	22421310	41.12	ASH2L pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19332]
ENSG00000253889	22	22425821	22426314	54.86	immunoglobulin lambda variable (I)-38 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5935]
ENSG00000211654	22	22427540	22428035	54.03	immunoglobulin lambda variable 5-37 [Source:HGNC Symbol;Acc:HGNC:5922]
ENSG00000211655	22	22431958	22432465	56.1	immunoglobulin lambda variable 1-36 [Source:HGNC Symbol;Acc:HGNC:5876]
ENSG00000230821	22	22446686	22448336	43.79	ash2 (absent, small, or homeotic)-like (Drosophila) (ASH2L) pseudogene
ENSG00000253631	22	22450202	22450652	52.33	immunoglobulin lambda variable 7-35 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5928]
ENSG00000226595	22	22465659	22465986	45.43	Ig lambda chain V-I region pseudogene
ENSG00000275004	22	22484421	22509154	41.55	zinc finger protein 280B [Source:HGNC Symbol;Acc:HGNC:23022]
ENSG00000169548	22	22513736	22520270	42.95	zinc finger protein 280A [Source:HGNC Symbol;Acc:HGNC:18597]
ENSG00000185686	22	22547701	22559361	50.06	preferentially expressed antigen in melanoma [Source:HGNC Symbol;Acc:HGNC:9336]
ENSG00000220891	22	22559343	22566602	46.45	uncharacterized LOC648691 [Source:NCBI gene;Acc:648691]
ENSG00000253120	22	22580014	22580296	55.48	immunoglobulin lambda variable 2-34 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5893]
ENSG00000211656	22	22588155	22588688	55.99	immunoglobulin lambda variable 2-33 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5892]
ENSG00000211657	22	22594528	22595056	57.28	immunoglobulin lambda variable 3-32 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5914]
ENSG00000253920	22	22604445	22605165	54.92	immunoglobulin lambda variable 3-31 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5913]
ENSG00000253329	22	22618572	22619163	57.6	immunoglobulin lambda variable 3-30 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5912]
ENSG00000215456	22	22630065	22636153	57.4	breakpoint cluster region pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:1017]
ENSG00000183169	22	22639177	22644473	56.62	POM121 transmembrane nucleoporin like 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:16439]
ENSG00000100121	22	22644475	22647903	59.03	gamma-glutamyltransferase light chain 2 [Source:HGNC Symbol;Acc:HGNC:18596]
ENSG00000253338	22	22661299	22661542	54.1	immunoglobulin lambda variable 3-29 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5911]
ENSG00000253451	22	22664473	22664907	56.78	immunoglobulin lambda variable 2-28 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5891]
ENSG00000211658	22	22668288	22668806	57.42	immunoglobulin lambda variable 3-27 [Source:HGNC Symbol;Acc:HGNC:5910]
ENSG00000253913	22	22673152	22673602	57.65	immunoglobulin lambda variable 3-26 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5909]
ENSG00000253779	22	22679097	22679345	49.8	immunoglobulin lambda variable (VI)-25-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15690]
ENSG00000211659	22	22686726	22687271	57.69	immunoglobulin lambda variable 3-25 [Source:HGNC Symbol;Acc:HGNC:5908]
ENSG00000232350	22	22689831	22689978	52.7	Ig lambda chain V-VI region pseudogene
ENSG00000223999	22	22692778	22693312	55.33	novel transcript
ENSG00000253822	22	22694439	22694952	57.98	immunoglobulin lambda variable 3-24 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5907]
ENSG00000211660	22	22697789	22698407	60.26	immunoglobulin lambda variable 2-23 [Source:HGNC Symbol;Acc:HGNC:5890]
ENSG00000253546	22	22700760	22700970	47.39	immunoglobulin lambda variable (VI)-22-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15689]
ENSG00000211661	22	22704265	22704822	57.89	immunoglobulin lambda variable 3-22 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:5906]
ENSG00000211662	22	22711689	22713203	54.32	immunoglobulin lambda variable 3-21 [Source:HGNC Symbol;Acc:HGNC:5905]
ENSG00000254240	22	22715290	22715419	50.77	immunoglobulin lambda variable (I)-20 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5934]
ENSG00000211663	22	22720623	22721145	55.26	immunoglobulin lambda variable 3-19 [Source:HGNC Symbol;Acc:HGNC:5903]
ENSG00000278667	22	22730725	22731090	61.75	chromosome 2 open reading frame 27A (C2orf27A) pseudogene
ENSG00000211664	22	22734607	22735089	57.35	immunoglobulin lambda variable 2-18 [Source:HGNC Symbol;Acc:HGNC:5889]
ENSG00000253152	22	22738944	22739187	53.28	immunoglobulin lambda variable 3-17 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5902]
ENSG00000211665	22	22747383	22747921	55.66	immunoglobulin lambda variable 3-16 [Source:HGNC Symbol;Acc:HGNC:5901]
ENSG00000253786	22	22755554	22755797	57.79	immunoglobulin lambda variable 3-15 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5900]
ENSG00000211666	22	22758700	22759218	58.96	immunoglobulin lambda variable 2-14 [Source:HGNC Symbol;Acc:HGNC:5888]
ENSG00000253590	22	22762294	22762516	56.5	immunoglobulin lambda variable 3-13 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5899]
ENSG00000211667	22	22771824	22772582	56.92	immunoglobulin lambda variable 3-12 [Source:HGNC Symbol;Acc:HGNC:5898]
ENSG00000231392	22	22774529	22774691	53.37	Ig lambda chain V-II region pseudogene
ENSG00000275772	22	22785643	22787268	54.24	CMT1A duplicated region transcript 15-like 2 (CDRT15L2) pseudogene
ENSG00000211668	22	22792491	22793007	58.03	immunoglobulin lambda variable 2-11 [Source:HGNC Symbol;Acc:HGNC:5887]
ENSG00000274381	22	22803076	22803360	52.63	Ig Lambda chain V-III region pseudogene
ENSG00000211669	22	22811747	22812281	57.2	immunoglobulin lambda variable 3-10 [Source:HGNC Symbol;Acc:HGNC:5897]
ENSG00000226477	22	22814671	22814926	51.56	Ig Lambda chain V-IV region pseudogene
ENSG00000211670	22	22819010	22819756	58.37	immunoglobulin lambda variable 3-9 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:5918]
ENSG00000278196	22	22822658	22823289	60.13	immunoglobulin lambda variable 2-8 [Source:HGNC Symbol;Acc:HGNC:5895]
ENSG00000284049	22	22822776	22822871	64.58	microRNA 650 [Source:HGNC Symbol;Acc:HGNC:32906]
ENSG00000237127	22	22834865	22835117	55.34	Ig lambda chain V-IV region pseudogene
ENSG00000254077	22	22838602	22838872	50.18	immunoglobulin lambda variable 3-7 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5917]
ENSG00000253448	22	22850375	22850624	52	immunoglobulin lambda variable 3-6 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5916]
ENSG00000253234	22	22856762	22857038	55.23	immunoglobulin lambda variable 2-5 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5894]
ENSG00000226420	22	22858025	22858268	50	immunoglobulin lambda variable 3-4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5915]
ENSG00000211672	22	22871507	22872035	53.5	immunoglobulin lambda variable 4-3 [Source:HGNC Symbol;Acc:HGNC:5919]
ENSG00000253963	22	22873212	22873440	51.53	immunoglobulin lambda variable 3-2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5904]
ENSG00000211673	22	22880706	22881396	59.04	immunoglobulin lambda variable 3-1 [Source:HGNC Symbol;Acc:HGNC:5896]
ENSG00000264824	22	22886267	22886379	43.36	microRNA 5571 [Source:HGNC Symbol;Acc:HGNC:43513]
ENSG00000254709	22	22887780	22896107	48.78	immunoglobulin lambda like polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:38476]
ENSG00000211674	22	22893692	22893818	63.78	immunoglobulin lambda joining 1 [Source:HGNC Symbol;Acc:HGNC:5863]
ENSG00000211675	22	22895375	22895834	58.26	immunoglobulin lambda constant 1 [Source:HGNC Symbol;Acc:HGNC:5855]
ENSG00000211676	22	22899481	22899655	62.86	immunoglobulin lambda joining 2 [Source:HGNC Symbol;Acc:HGNC:5864]
